,id,title,latitude,longitude
0,42991941980,Esplanade Outdoor Theatre,1.289046,103.856742
1,42991940670,Esplanade Park,1.289347,103.853437
2,44802959001,Victoria Theatre & Concert Hall,1.288306,103.851635
3,28565047332,Chendol eaten in upper east coast,1.332705,103.938691
4,25179073782,Daybreak,1.284005,103.858823
5,24062826536,Marina Bay Sands,1.284123,103.859199
6,23948019841,Time & Place,1.282310,103.858630
7,16607454396,The Days...,1.282814,103.853791
8,15310318390,Ice Kachang from Curry Times at West Gate,1.333673,103.742875
9,11264067315,Fly with Me,1.300952,103.858931
10,11264157323,Trust,1.300952,103.858931
11,11264098486,Street Music,1.300952,103.858931
12,9336392544,Starbucks Cafe Rochester,1.304069,103.790438
13,6814426860,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
14,6814426726,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
15,6814426578,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
16,6814426294,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
17,6960540307,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
18,6960540085,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
19,6960539851,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
20,6814425586,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
21,6814425404,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
22,6814425232,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
23,6814424950,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
24,6814424804,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
25,6960538479,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
26,6814424180,"Swing Perfection, 110 Killiney Road (www.swingperfection.com.sg)",1.298045,103.838809
27,3621553735,the river,1.289872,103.847891
28,3619389629,hooters,1.289674,103.845262
29,2933060837,In a meeting...,1.402258,103.794343
30,2769977135,Soba,1.264510,103.822227
31,38512787571,Dhoby Ghaut Chill,1.298678,103.846120
32,30591647023,Rust and Chill,1.335672,103.896170
33,22047459996,Soba (Green Tea Noodle),1.301802,103.840330
34,16485304274,Purr-fect Day to just chill...,1.390584,103.987544
35,16144451753,Gangster Ice,1.286855,103.807977
36,15777271400,Cappuccino on the Saturday night,1.282826,103.830403
37,15315834670,Cold Sea Cucumber and Seaweed marinated in Vinegar from Itacho Sushi in Bugis Junction,1.299708,103.855776
38,10360235213,Chillin',1.281982,103.864021
39,8729542144,Chill,1.309812,103.816487
40,8729508378,Chill,1.309812,103.816487
41,8729491264,Chill,1.309812,103.816487
42,8728356135,Chill,1.309812,103.816487
43,8729446272,Chill,1.309812,103.816487
44,8728286445,Chill,1.309812,103.816487
45,8728224891,Chill,1.309812,103.816487
46,8418104141,Finally some time with the boy.,1.306014,103.866161
47,8290088103,Crab Tagliatelle.,1.304214,103.787200
48,8289816393,"Post Taiwan AYG // Lemon Poppy Seed Cake, Flat White & Cappuccino.",1.303043,103.858211
49,6857304111,Singapore : Chilling at Wild Oats,1.375192,103.898177
50,6857268727,Singapore : Chilling at Wild Oats,1.375192,103.898177
51,6694613557,Singapore : Chill Out at Brotziet,1.294618,103.852992
52,6694612205,Singapore : Chill Out at Brotziet,1.294618,103.852992
53,6198226773,Clark Quay : The Pump Room,1.290462,103.845310
54,6092514613,Singapore : Coffee Break,1.293492,103.852697
55,6089298440,Forlorn @ One Fullerton,1.286182,103.854183
56,5795748245,"Dude, Cafe, Singapore",1.310050,103.902000
57,4891036466,Chill Out,1.294844,103.849527
58,4165208401,,1.252448,103.816144
59,3608343330,coffee break,1.290939,103.850176
