,id,title,latitude,longitude
0,49849809262,Many White Orchids,1.364771,103.796972
1,49792058646,Purple Stars,1.364771,103.796972
2,49768474277,Rich Beauty,1.365501,103.785063
3,49672625488,Singapore - National Museum - Japanese WW2 Poster,1.296919,103.847976
4,49673167031,Singapore - National Museum - Japanese Movie Poster,1.296919,103.847976
5,49673446817,Singapore - National Museum,1.296217,103.848738
6,49617300672,"Singapore - Sri Veeramakaliamman Temple, Serangoon Road, Little India",1.307801,103.852525
7,49585181762,Singapore - Historic Picture of Boat Quay & Bum Boats,1.287057,103.849521
8,49508590226,Thaipusam Faces,1.302080,103.850044
9,49508589741,Thaipusam,1.302080,103.850044
10,46912410765,Surrender Chambers at Fort Siloso on Sentosa island in Singapore,1.259255,103.808144
11,33312179648,Singapore aims to be the world's greenest city,1.282701,103.850176
12,33312658978,Boat Quay serves as one of the most popular places in Singapore,1.287802,103.849382
13,47185104551,The Financial hub overlooking the old Boat Quay of Singapore,1.288300,103.849478
14,33309184718,Samantha relaxing at Siloso beach in Singapore,1.254480,103.811949
15,46454394304,Samantha strolling along the soft sand and warm water of Siloso beach,1.252972,103.814599
16,46434418804,Samantha at a little deserted bounty beach on Sentosa island,1.254234,103.811906
17,33275121198,Samantha at the Siloso beach in Singapore,1.256851,103.811037
18,32192821597,The man-made Siloso beach in Singapore,1.255504,103.812839
19,47080639882,Juxtaposition of Singapore at Sentosa island,1.256347,103.813311
20,40154526563,i Light Singapore - Bicentennial Edition | Singapore,1.286579,103.852289
21,46247125544,Lush jungle at the Henderson waves is broken up with  a true icon of modern architecture,1.276136,103.815436
22,39943622253,Mountaineers who were practicing in high trees on Mount Faber,1.272125,103.820189
23,46261545814,View from Mount Faber on Singapore,1.272687,103.819684
24,32016577677,Samantha walking on the quiet and unknown rooftop of Marina South Pier,1.284782,103.859242
25,46043052115,Blue Marina Bay Sands,1.282105,103.857514
26,46951622821,The awesome Marina Bay Sands Rain Oculus from the outside,1.283816,103.858641
27,46888149262,The awesome Marina Bay Sands Rain Oculus,1.283816,103.858641
28,46659314742,Admire the colonial façade of the the Victoria Theatre and Concert Hall,1.288225,103.851388
29,46169985954,Singapore high-rise financial district offices,1.284825,103.850626
30,46892245661,Singapore's fresco bar with altitude!,1.284825,103.850626
31,45977455185,Nightlife vibes at the 1 Altitude Bar in Singapore,1.284825,103.850626
32,46759163842,Marina Bay Sands standing tall,1.282797,103.863351
33,46744846721,Singapore's three main towers of Marina Bay Sands,1.282443,103.861763
34,45943110034,Strolling thru the Financial hub of Singapore,1.285421,103.850573
35,31694654757,Raining in Chinatown,1.280942,103.842204
36,31692000407,The Chinatown Heritage Centre of Singapore,1.283763,103.843824
37,39667764713,Singapore's China Town a  blend of old and new,1.283216,103.844779
38,32755158038,The National Museum of Singapore has been a prominent landmark,1.297734,103.848180
39,43892984135,"Fullerton Hotel, Singapore",1.287201,103.852386
40,44802959001,Victoria Theatre & Concert Hall,1.288306,103.851635
41,43385732801,Call Me,1.284721,103.843888
42,41175750240,..golden dusk..,1.289996,103.851389
43,40612352100,Fullerton Hotel by the Marina Bay in Singapore,1.284063,103.856888
44,40061450950,Historical golden hour silhouettes..,1.290739,103.851547
45,39005946940,Ritual Offerings,1.281438,103.844169
46,39213531665,"Civilian War Memorial, Singapore",1.293262,103.854618
47,25557605718,"The Fullerton Hotel, Singapore",1.286299,103.852966
48,38969329021,"Raffles Hotel with Christmas Decorations, Singapore",1.294635,103.854821
49,38070345952,Into the wall,1.285352,103.782808
50,35827014414,"Singapore Art Museum, Singapore",1.297048,103.850991
51,36449760821,"The Cathay, Orchard Road, Singapore",1.298936,103.848030
52,35720714314,Gate of Fort Canning in Singapore,1.294963,103.845561
53,36412216561,Buddha Tooth Relic Temple,1.281549,103.844286
