,id,title,latitude,longitude
0,49541207082,singapore,1.306879,103.850101
1,48946056601,,1.283447,103.860475
2,48888072751,singapore,1.282864,103.843181
3,47118095611,Padang in blue hour with light flood (explore),1.289780,103.852433
4,44103026061,Proud female Dachshund with her catch.,1.304027,103.928463
5,42136836690,Singapore city,1.281027,103.869827
6,42553533922,seats for the tiring legs,1.316786,103.816758
7,40713384230,Caffeine flow,1.307395,103.857684
8,40831833705,sea @ pasir ris park,1.381661,103.950950
9,40091858834,Serangoon SCANIA,1.309593,103.853791
10,36891123551,Singapore,1.291111,103.854166
11,36365629480,Aerial Marina Bay Singapore,1.286547,103.863027
12,36592484922,Aerial of the infinity rooftop pool Marina Bay Sands,1.282169,103.860744
13,36715214386,Aerial of Singapore,1.279961,103.859922
14,36715210496,Gardens by the Bay Singapur,1.279963,103.860125
15,35927795704,Supertrees Singapore,1.283019,103.863122
16,35927790764,Gardens by the Bay Singapore,1.283969,103.862513
17,36365614580,Luftbild Marina Bay Singapur,1.283097,103.862699
18,35927782134,Luftbild Marina Bay Singapur,1.281825,103.863888
19,36623029551,Supertree Grove Singapore,1.281825,103.863886
20,35953319433,Supertree Grove Singapur,1.281825,103.863886
21,36365600010,Die Superbäume von Singapur,1.281722,103.863999
22,36712614566,Gardens by the bay Supertree Grove Singapore,1.283727,103.861911
23,35950704423,Flower Dome and Botanischer Garten Singapur,1.284658,103.862580
24,36712606096,Flower Dome and Cloud Forest Singapore,1.285355,103.862088
25,35925244794,Aerial of Marina Bay Singapore,1.282658,103.864238
26,36759639555,Aerial of Marina Bay Sands Hotel Singapore,1.285002,103.863925
27,36759635615,Strait of Malacca,1.249194,103.818783
28,35950687683,Sentosa Insel Singapur,1.248327,103.816044
29,35950682523,Siloso Beach Shangri-La Singapore,1.253200,103.812619
30,35950677093,Siloso Beach Sentosa island Singapore,1.252550,103.814613
31,36589881162,Siloso Beach Sentosa Singapore,1.251063,103.815202
32,35950665403,Singapore artificial small island,1.249016,103.815400
33,35950660653,Palawan Strand Sentosa Singapur,1.245763,103.819461
34,36712573736,Palawan Beach Sentosa Singapore,1.245641,103.819336
35,36363085920,Palawan Beach Sentosa island Singapore,1.247291,103.819011
36,29732787501,Chain of Destiny...,1.280519,103.870518
37,26638673685,A man and his three green bins,1.300758,103.859113
38,26088750546,Smoke and relax,1.283908,103.851350
39,24062826536,Marina Bay Sands,1.284123,103.859199
40,23948019841,Time & Place,1.282310,103.858630
41,17549602265,Cruiser liner at Singapore's Harbourfront Terminal,1.261802,103.819642
42,9249771426,Waiting,1.286172,103.856592
